898	1287	389	90988							
584	974	390	91378							
683	1073	390	91768							
558	949	391	92159							
510	903	393	92552							
729	1122	393	92945							
870	1264	394	93339							
392	787	395	93734							
800	1195	395	94129							
308	704	396	94525							
896	1292	396	94921							
677	1073	396	95317							
809	1207	398	95715							
770	1169	399	96114							
221	620	399	96513							
413	813	400	96913							
316	716	400	97313							
282	682	400	97713							
822	1223	401	98114							
285	687	402	98516							
873	1278	405	98921							
777	1185	408	99329							
582	990	408	99737							
853	1263	410	100147							
670	1080	410	100557							
877	1287	410	100967							
544	956	412	101379							
513	925	412	101791							
703	1115	412	102203							
661	1076	415	102618							
849	1265	416	103034							
250	667	417	103451							
733	1152	419	103870							
720	1139	419	104289							
593	1013	420	104709							
778	1200	422	105131							
551	973	422	105553							
803	1225	422	105975							
612	1035	423	106398							
810	1236	426	106824							
718	1144	426	107250							
339	766	427	107677							
826	1255	429	108106							
854	1284	430	108536							
747	1178	431	108967							
654	1086	432	109399							
403	839	436	109835							
309	746	437	110272							
607	1044	437	110709							
265	703	438	111147							
279	719	440	111587							
822	1262	440	112027							
168	609	441	112468							
270	713	443	112911							
420	864	444	113355							
706	1150	444	113799							
195	640	445	114244							
424	869	445	114689							
546	991	445	115134							
766	1211	445	115579							
240	687	447	116026							
178	626	448	116474							
631	1080	449	116923							
697	1146	449	117372							
360	812	452	117824							
268	720	452	118276							
602	1054	452	118728							
301	754	453	119181							
519	972	453	119634							
491	945	454	120088							
323	777	454	120542							
509	964	455	120997							
767	1223	456	121453							
447	904	457	121910							
623	1083	460	122370							
361	823	462	122832							
276	738	462	123294							
648	1111	463	123757							
813	1280	467	124224							
700	1167	467	124691							
444	911	467	125158							
402	869	467	125625							
782	1250	468	126093							
776	1244	468	126561							
292	763	471	127032							
532	1005	473	127505							
662	1136	474	127979							
665	1140	475	128454							
780	1257	477	128931							
784	1261	477	129408							
821	1298	477	129885							
235	714	479	130364							
135	614	479	130843							
227	707	480	131323							
286	766	480	131803							
326	807	481	132284							
416	898	482	132766							
267	750	483	133249							
615	1099	484	133733							
786	1270	484	134217							
630	1115	485	134702							
253	739	486	135188							
646	1132	486	135674							
177	664	487	136161							
643	1131	488	136649							
535	1023	488	137137							
693	1182	489	137626							
155	645	490	138116							
796	1287	491	138607							
660	1151	491	139098							
382	874	492	139590							
691	1185	494	140084							
247	743	496	140580							
590	1087	497	141077							
222	719	497	141574							
485	983	498	142072							
595	1093	498	142570							
391	890	499	143069							
724	1224	500	143569							
530	1030	500	144069							
514	1015	501	144570							
422	924	502	145072							
238	742	504	145576							
186	690	504	146080							
689	1194	505	146585							
598	1103	505	147090							
716	1222	506	147596							
746	1253	507	148103							
723	1230	507	148610							
605	1112	507	149117							
311	819	508	149625							
620	1128	508	150133							
348	857	509	150642							
755	1264	509	151151							
269	779	510	151661							
104	615	511	152172							
215	727	512	152684							
127	640	513	153197							
436	949	513	153710							
705	1218	513	154223							
685	1199	514	154737							
778	1293	515	155252							
358	873	515	155767							
679	1198	519	156286							
236	757	521	156807							
524	1046	522	157329							
228	752	524	157853							
621	1146	525	158378							
520	1045	525	158903							
680	1208	528	159431							
682	1211	529	159960							
256	786	530	160490							
196	727	531	161021							
501	1032	531	161552							
366	898	532	162084							
698	1231	533	162617							
629	1162	533	163150							
499	1033	534	163684							
695	1229	534	164218							
255	791	536	164754							
374	911	537	165291							
208	746	538	165829							
321	859	538	166367							
453	991	538	166905							
100	639	539	167444							
673	1212	539	167983							
183	723	540	168523							
666	1206	540	169063							
645	1185	540	169603							
231	773	542	170145							
449	991	542	170687							
733	1276	543	171230							
621	1164	543	171773							
738	1282	544	172317							
683	1228	545	172862							
626	1171	545	173407							
118	664	546	173953							
139	686	547	174500							
302	850	548	175048							
274	822	548	175596							
148	697	549	176145							
378	927	549	176694							
722	1276	554	177248							
688	1242	554	177802							
332	887	555	178357							
616	1171	555	178912							
210	768	558	179470							
649	1209	560	180030							
657	1217	560	180590							
627	1189	562	181152							
560	1126	566	181718							
581	1149	568	182286							
93	661	568	182854							
591	1161	570	183424							
705	1275	570	183994							
430	1001	571	184565							
46	620	574	185139							
587	1162	575	185714							
618	1194	576	186290							
702	1280	578	186868							
651	1232	581	187449							
486	1067	581	188030							
638	1219	581	188611							
291	873	582	189193							
674	1256	582	189775							
330	912	582	190357							
625	1208	583	190940							
160	745	585	191525							
272	857	585	192110							
305	890	585	192695							
426	1012	586	193281							
345	932	587	193868							
194	781	587	194455							
388	976	588	195043							
372	960	588	195631							
670	1261	591	196222							
433	1024	591	196813							
259	851	592	197405							
621	1213	592	197997							
318	911	593	198590							
515	1109	594	199184							
90	687	597	199781							
531	1128	597	200378							
428	1027	599	200977							
429	1028	599	201576							
661	1260	599	202175							
410	1010	600	202775							
27	629	602	203377							
624	1227	603	203980							
56	660	604	204584							
474	1080	606	205190							
507	1116	609	205799							
275	885	610	206409							
441	1052	611	207020							
153	765	612	207632							
637	1249	612	208244							
92	706	614	208858							
25	639	614	209472							
679	1293	614	210086							
373	988	615	210701							
629	1245	616	211317							
640	1258	618	211935							
384	1002	618	212553							
142	763	621	213174							
417	1039	622	213796							
55	677	622	214418							
604	1226	622	215040							
564	1188	624	215664							
294	918	624	216288							
29	657	628	216916							
497	1126	629	217545							
609	1240	631	218176							
659	1293	634	218810							
608	1242	634	219444							
623	1261	638	220082							
636	1275	639	220721							
500	1140	640	221361							
67	707	640	222001							
409	1050	641	222642							
644	1286	642	223284							
493	1136	643	223927							
225	870	645	224572							
273	918	645	225217							
653	1299	646	225863							
594	1241	647	226510							
463	1111	648	227158							
128	776	648	227806							
566	1215	649	228455							
381	1032	651	229106							
523	1174	651	229757							
277	931	654	230411							
487	1143	656	231067							
471	1127	656	231723							
254	916	662	232385							
304	966	662	233047							
401	1065	664	233711							
385	1050	665	234376							
119	785	666	235042							
612	1281	669	235711							
213	884	671	236382							
573	1245	672	237054							
136	809	673	237727							
622	1296	674	238401							
154	829	675	239076							
5	681	676	239752							
588	1264	676	240428							
134	810	676	241104							
379	1056	677	241781							
53	731	678	242459							
175	853	678	243137							
59	741	682	243819							
156	839	683	244502							
205	890	685	245187							
97	787	690	245877							
367	1057	690	246567							
261	953	692	247259							
94	788	694	247953							
174	870	696	248649							
179	877	698	249347							
320	1023	703	250050							
473	1176	703	250753							
38	744	706	251459							
132	840	708	252167							
296	1006	710	252877							
319	1029	710	253587							
248	958	710	254297							
299	1010	711	255008							
64	776	712	255720							
456	1169	713	256433							
258	972	714	257147							
246	962	716	257863							
357	1074	717	258580							
39	762	723	259303							
468	1192	724	260027							
460	1188	728	260755							
271	1001	730	261485							
328	1063	735	262220							
482	1217	735	262955							
161	899	738	263693							
355	1093	738	264431							
317	1056	739	265170							
26	766	740	265910							
6	748	742	266652							
108	858	750	267402							
237	991	754	268156							
99	853	754	268910							
389	1144	755	269665							
242	999	757	270422							
349	1110	761	271183							
518	1280	762	271945							
337	1099	762	272707							
477	1240	763	273470							
490	1253	763	274233							
36	800	764	274997							
199	964	765	275762							
192	957	765	276527							
492	1257	765	277292							
525	1295	770	278062							
257	1030	773	278835							
201	974	773	279608							
124	900	776	280384							
114	892	778	281162							
60	839	779	281941							
121	907	786	282727							
354	1140	786	283513							
47	835	788	284301							
71	863	792	285093							
297	1103	806	285899							
169	978	809	286708							
298	1109	811	287519							
150	962	812	288331							
368	1182	814	289145							
370	1188	818	289963							
85	903	818	290781							
58	877	819	291600							
234	1055	821	292421							
395	1217	822	293243							
245	1075	830	294073							
306	1138	832	294905							
459	1293	834	295739							
394	1231	837	296576							
144	983	839	297415							
49	891	842	298257							
362	1207	845	299102							
329	1175	846	299948							
377	1224	847	300795							
123	973	850	301645							
198	1050	852	302497							
105	958	853	303350							
163	1023	860	304210							
120	980	860	305070							
412	1273	861	305931							
61	922	861	306792							
219	1080	861	307653							
73	934	861	308514							
78	941	863	309377							
13	876	863	310240							
34	903	869	311109							
352	1221	869	311978							
411	1284	873	312851							
158	1033	875	313726							
209	1086	877	314603							
66	944	878	315481							
11	891	880	316361							
249	1130	881	317242							
359	1240	881	318123							
48	930	882	319005							
216	1107	891	319896							
380	1274	894	320790							
125	1019	894	321684							
172	1067	895	322579							
396	1293	897	323476							
80	977	897	324373							
232	1130	898	325271							
203	1104	901	326172							
24	930	906	327078							
369	1276	907	327985							
41	948	907	328892							
140	1048	908	329800							
184	1092	908	330708							
185	1093	908	331616							
207	1116	909	332525							
364	1274	910	333435							
98	1011	913	334348							
86	999	913	335261							
62	975	913	336174							
218	1134	916	337090							
310	1226	916	338006							
314	1231	917	338923							
356	1273	917	339840							
365	1284	919	340759							
54	974	920	341679							
165	1087	922	342601							
181	1106	925	343526							
262	1189	927	344453							
138	1071	933	345386							
313	1247	934	346320							
65	1004	939	347259							
166	1109	943	348202							
333	1280	947	349149							
130	1080	950	350099							
149	1108	959	351058							
131	1091	960	352018							
137	1098	961	352979							
251	1214	963	353942							
129	1093	964	354906							
217	1182	965	355871							
325	1293	968	356839							
322	1293	971	357810							
81	1055	974	358784							
115	1092	977	359761							
226	1206	980	360741							
101	1083	982	361723							
103	1088	985	362708							
106	1095	989	363697							
187	1176	989	364686							
164	1156	992	365678							
162	1162	1000	366678							
176	1176	1000	367678							
87	1093	1006	368684							
122	1130	1008	369692							
70	1078	1008	370700							
145	1155	1010	371710							
102	1118	1016	372726							
88	1116	1028	373754							
76	1109	1033	374787							
193	1236	1043	375830							
82	1135	1053	376883							
206	1264	1058	377941							
200	1262	1062	379003							
220	1284	1064	380067							
167	1233	1066	381133							
146	1217	1071	382204							
214	1287	1073	383277							
83	1159	1076	384353							
191	1275	1084	385437							
52	1137	1085	386522							
143	1233	1090	387612							
126	1226	1100	388712							
133	1235	1102	389814							
110	1213	1103	390917							
141	1261	1120	392037							
75	1201	1126	393163							
7	1136	1129	394292							
17	1169	1152	395444							
22	1175	1153	396597							
107	1261	1154	397751							
113	1270	1157	398908							
96	1260	1164	400072							
8	1183	1175	401247							
84	1260	1176	402423							
14	1207	1193	403616							
69	1269	1200	404816							
20	1235	1215	406031							
43	1264	1221	407252							
72	1293	1221	408473							
16	1238	1222	409695							
9	1236	1227	410922							
50	1287	1237	412159							
42	1291	1249	413408							
18	1270	1252	414660							
31	1284	1253	415913							
